Date,Price,30Ravg,AIL Demand
06/27/2017 21,18.39,17,9375
06/27/2017 22,18.04,16.99,9184
06/27/2017 23,15.98,16.97,9091
06/27/2017 24,15.4,16.97,8753
06/28/2017 01,14,16.96,8438
06/28/2017 02,13.48,16.96,8291
06/28/2017 03,15.27,16.96,8204
06/28/2017 04,14.04,16.96,8174
06/28/2017 05,15.41,16.96,8198
06/28/2017 06,15.43,16.96,8301
06/28/2017 07,16.4,16.96,8602
06/28/2017 08,18.29,16.96,9075
06/28/2017 09,18.47,16.95,9435
06/28/2017 10,19.89,16.95,9681
06/28/2017 11,20.42,16.95,9832
06/28/2017 12,20.42,16.94,9860
06/28/2017 13,20.42,16.93,9867
06/28/2017 14,20.42,16.92,9906
06/28/2017 15,19.85,16.91,9903
06/28/2017 16,19.85,16.89,9920
06/28/2017 17,19.56,16.88,9904
06/28/2017 18,18.47,16.86,9769
06/28/2017 19,18.29,16.86,9522
06/28/2017 20,18.29,16.85,9392
06/28/2017 21,18.39,16.85,9260
06/28/2017 22,18.3,16.84,9127
06/28/2017 23,18.29,16.84,9021
06/28/2017 24,15.53,16.84,8740
06/29/2017 01,15.4,16.84,8469
06/29/2017 02,9.07,16.83,8318
06/29/2017 03,14.48,16.83,8207
06/29/2017 04,15.2,16.83,8151
06/29/2017 05,15.24,16.83,8210
06/29/2017 06,15.4,16.83,8241
06/29/2017 07,16.78,16.82,8532
06/29/2017 08,18.36,16.82,8982
06/29/2017 09,18.43,16.82,9308
06/29/2017 10,18.79,16.82,9511
06/29/2017 11,22.37,16.81,9748
06/29/2017 12,20.49,16.81,9839
06/29/2017 13,23.4,16.82,9882
06/29/2017 14,26.49,16.82,9959
06/29/2017 15,23.65,16.83,9977
06/29/2017 16,26.29,16.83,9995
06/29/2017 17,27.6,16.83,10007
06/29/2017 18,26.01,16.82,9974
06/29/2017 19,20.71,16.81,9815
06/29/2017 20,20.43,16.8,9727
06/29/2017 21,20.42,16.79,9602
06/29/2017 22,20.92,16.79,9413
06/29/2017 23,20.43,16.8,9312
06/29/2017 24,19.24,16.8,9009
06/30/2017 01,17.95,16.82,8666
06/30/2017 02,16.07,16.84,8442
06/30/2017 03,16.02,16.84,8261
06/30/2017 04,15.41,16.85,8219
06/30/2017 05,15.42,16.85,8205
06/30/2017 06,15.41,16.85,8236
06/30/2017 07,17.31,16.85,8474
06/30/2017 08,18.38,16.84,8908
06/30/2017 09,20.06,16.83,9318
06/30/2017 10,20.55,16.82,9662
06/30/2017 11,20.43,16.82,9942
06/30/2017 12,24.63,16.83,10111
06/30/2017 13,26.06,16.83,10153
06/30/2017 14,25.6,16.82,10242
06/30/2017 15,27.28,16.83,10241
06/30/2017 16,25.52,16.83,10221
06/30/2017 17,20.51,16.82,10206
06/30/2017 18,20.43,16.81,10117
06/30/2017 19,20.63,16.8,9907
06/30/2017 20,20.49,16.79,9835
06/30/2017 21,20.43,16.78,9727
06/30/2017 22,20.32,16.78,9517
06/30/2017 23,19.8,16.78,9378
06/30/2017 24,18.39,16.78,9128
07/01/2017 01,18.29,16.79,8831
07/01/2017 02,17.06,16.79,8606
07/01/2017 03,15.73,16.79,8469
07/01/2017 04,15.39,16.79,8359
07/01/2017 05,15.41,16.81,8326
07/01/2017 06,15.4,16.82,8210
07/01/2017 07,15.41,16.82,8179
07/01/2017 08,16.8,16.82,8364
07/01/2017 09,18.32,16.82,8663
07/01/2017 10,18.46,16.82,8986
07/01/2017 11,19.3,16.82,9180
07/01/2017 12,20.42,16.82,9309
07/01/2017 13,21.59,16.82,9451
07/01/2017 14,24.01,16.82,9512
07/01/2017 15,21.37,16.82,9552
07/01/2017 16,20.43,16.82,9510
07/01/2017 17,20.42,16.83,9492
07/01/2017 18,20.43,16.83,9478
07/01/2017 19,20.08,16.83,9332
07/01/2017 20,18.52,16.83,9175
07/01/2017 21,18.44,16.83,9050
07/01/2017 22,18.34,16.83,8937
07/01/2017 23,18.35,16.83,8918
07/01/2017 24,18.33,16.83,8745
07/02/2017 01,18.29,16.84,8580
07/02/2017 02,18.28,16.86,8367
07/02/2017 03,18.23,16.89,8252
07/02/2017 04,16.71,16.91,8190
07/02/2017 05,15.39,16.93,8154
07/02/2017 06,15.38,16.94,8045
07/02/2017 07,15.41,16.94,8052
07/02/2017 08,16.66,16.94,8281
07/02/2017 09,18.28,16.94,8611
07/02/2017 10,18.45,16.94,8954
07/02/2017 11,18.97,16.93,9204
07/02/2017 12,20.36,16.94,9417
07/02/2017 13,20.43,16.94,9606
07/02/2017 14,20.43,16.94,9655
07/02/2017 15,20.43,16.94,9648
07/02/2017 16,21.53,16.94,9697
07/02/2017 17,27.68,16.95,9743
07/02/2017 18,27.77,16.96,9697
07/02/2017 19,27.02,16.97,9603
07/02/2017 20,25.99,16.98,9545
07/02/2017 21,22.5,16.99,9439
07/02/2017 22,20.43,16.99,9351
07/02/2017 23,20.42,16.99,9314
07/02/2017 24,18.4,16.98,9049
07/03/2017 01,16.76,16.98,8746
07/03/2017 02,17.6,16.98,8560
07/03/2017 03,15.41,16.99,8434
07/03/2017 04,15.36,16.99,8325
07/03/2017 05,15.27,16.99,8282
07/03/2017 06,14.51,16.99,8200
07/03/2017 07,15.1,16.99,8305
07/03/2017 08,15.38,16.99,8536
07/03/2017 09,17.22,16.99,8892
07/03/2017 10,18.42,16.99,9262
07/03/2017 11,18.79,16.99,9540
07/03/2017 12,20.42,17,9746
07/03/2017 13,20.43,17,9846
07/03/2017 14,20.43,17,9870
07/03/2017 15,25.94,17,9920
07/03/2017 16,27.77,17.01,9943
07/03/2017 17,28.55,17.03,9989
07/03/2017 18,25.84,17.04,9942
07/03/2017 19,20.47,17.04,9820
07/03/2017 20,19.62,17.04,9720
07/03/2017 21,18.41,17.04,9592
07/03/2017 22,18.39,17.04,9401
07/03/2017 23,18.29,17.04,9224
07/03/2017 24,18.19,17.04,8945
07/04/2017 01,17.99,17.04,8625
07/04/2017 02,18.36,17.05,8409
07/04/2017 03,18.28,17.06,8302
07/04/2017 04,18.28,17.08,8271
07/04/2017 05,18.28,17.11,8286
07/04/2017 06,18.33,17.13,8341
07/04/2017 07,19.1,17.16,8667
07/04/2017 08,24.89,17.19,9147
07/04/2017 09,28.04,17.21,9528
07/04/2017 10,30.17,17.23,9747
07/04/2017 11,27.21,17.25,9877
07/04/2017 12,26.58,17.26,10016
07/04/2017 13,20.9,17.26,10071
07/04/2017 14,21.28,17.27,10116
07/04/2017 15,20.43,17.27,10127
07/04/2017 16,27.66,17.29,10196
07/04/2017 17,35.06,17.31,10221
07/04/2017 18,26.99,17.32,10186
07/04/2017 19,27.53,17.33,10084
07/04/2017 20,27.77,17.35,10074
07/04/2017 21,27.77,17.36,9937
07/04/2017 22,27.33,17.38,9721
07/04/2017 23,22.44,17.39,9526
07/04/2017 24,19.21,17.39,9180
07/05/2017 01,18.23,17.41,8786
07/05/2017 02,18.39,17.44,8563
07/05/2017 03,18.39,17.47,8467
07/05/2017 04,18.27,17.49,8389
07/05/2017 05,17.53,17.52,8365
07/05/2017 06,16.38,17.52,8344
07/05/2017 07,18.53,17.53,8674
07/05/2017 08,21.91,17.53,9169
07/05/2017 09,23.32,17.54,9562
07/05/2017 10,26.9,17.55,9755
07/05/2017 11,20.99,17.55,9919
07/05/2017 12,26.12,17.56,10030
07/05/2017 13,22.46,17.56,10092
07/05/2017 14,26.79,17.56,10250
07/05/2017 15,29.16,17.56,10272
07/05/2017 16,44.51,17.59,10329
07/05/2017 17,41.78,17.6,10384
07/05/2017 18,44,17.62,10357
07/05/2017 19,33.03,17.63,10209
07/05/2017 20,27.77,17.64,10126
07/05/2017 21,23.89,17.64,9986
07/05/2017 22,20.43,17.64,9764
07/05/2017 23,20.42,17.64,9612
07/05/2017 24,19.76,17.64,9321
07/06/2017 01,18.36,17.65,8998
07/06/2017 02,15.61,17.65,8730
07/06/2017 03,15.41,17.65,8570
07/06/2017 04,15.41,17.65,8512
07/06/2017 05,15.41,17.65,8520
07/06/2017 06,15.45,17.66,8526
07/06/2017 07,19.27,17.66,8829
07/06/2017 08,18.51,17.66,9295
07/06/2017 09,20.69,17.66,9725
07/06/2017 10,21.82,17.67,10026
07/06/2017 11,20.12,17.67,10186
07/06/2017 12,20.43,17.67,10297
07/06/2017 13,21.93,17.67,10395
07/06/2017 14,27.81,17.68,10497
07/06/2017 15,27.77,17.69,10586
07/06/2017 16,27.77,17.7,10638
07/06/2017 17,27.77,17.7,10609
07/06/2017 18,27.77,17.71,10575
07/06/2017 19,27.58,17.72,10472
07/06/2017 20,27.23,17.73,10406
07/06/2017 21,20.42,17.73,10245
07/06/2017 22,18.7,17.73,9950
07/06/2017 23,18.41,17.73,9748
07/06/2017 24,18.41,17.73,9448
07/07/2017 01,17.91,17.74,9106
07/07/2017 02,15.58,17.74,8872
07/07/2017 03,15.41,17.74,8705
07/07/2017 04,15.4,17.75,8620
07/07/2017 05,15.4,17.75,8622
07/07/2017 06,15.41,17.76,8610
07/07/2017 07,15.4,17.76,8860
07/07/2017 08,15.99,17.75,9335
07/07/2017 09,18.27,17.75,9774
07/07/2017 10,18.88,17.73,10096
07/07/2017 11,18.38,17.72,10372
07/07/2017 12,18.73,17.71,10547
07/07/2017 13,18.58,17.7,10611
07/07/2017 14,18.5,17.69,10687
07/07/2017 15,18.87,17.68,10701
07/07/2017 16,21.79,17.65,10770
07/07/2017 17,27.48,17.62,10802
07/07/2017 18,27.13,17.6,10697
07/07/2017 19,21.08,17.57,10505
07/07/2017 20,20.42,17.55,10382
07/07/2017 21,18.64,17.55,10197
07/07/2017 22,18.37,17.54,10004
07/07/2017 23,18.29,17.54,9871
07/07/2017 24,18.1,17.54,9524
07/08/2017 01,14.7,17.54,9162
07/08/2017 02,13.48,17.54,8955
07/08/2017 03,13.47,17.54,8785
07/08/2017 04,11.71,17.56,8632
07/08/2017 05,9.19,17.56,8560
07/08/2017 06,7.11,17.55,8439
07/08/2017 07,10.41,17.54,8441
07/08/2017 08,15.15,17.54,8758
07/08/2017 09,16.82,17.53,9131
07/08/2017 10,18.32,17.52,9492
07/08/2017 11,18.39,17.51,9710
07/08/2017 12,19.14,17.51,9902
07/08/2017 13,21.73,17.51,10012
07/08/2017 14,27.77,17.52,10045
07/08/2017 15,27.77,17.52,10105
07/08/2017 16,27.77,17.52,10183
07/08/2017 17,27.77,17.51,10216
07/08/2017 18,27.77,17.51,10194
07/08/2017 19,27.65,17.52,10101
07/08/2017 20,20.75,17.52,9978
07/08/2017 21,20.23,17.52,9838
07/08/2017 22,18.81,17.52,9722
07/08/2017 23,19.93,17.52,9678
07/08/2017 24,19.81,17.53,9444
07/09/2017 01,18.41,17.53,9115
07/09/2017 02,18.32,17.54,8871
07/09/2017 03,18.28,17.56,8687
07/09/2017 04,18.28,17.58,8603
07/09/2017 05,18.28,17.61,8557
07/09/2017 06,17.64,17.63,8434
07/09/2017 07,18.07,17.64,8427
07/09/2017 08,18.09,17.64,8630
07/09/2017 09,18.33,17.64,8981
07/09/2017 10,19.52,17.64,9346
07/09/2017 11,20.64,17.65,9663
07/09/2017 12,25.68,17.66,9950
07/09/2017 13,27.77,17.67,10089
07/09/2017 14,27.77,17.68,10167
07/09/2017 15,27.77,17.7,10220
07/09/2017 16,28.3,17.71,10297
07/09/2017 17,33.45,17.73,10405
07/09/2017 18,31.59,17.75,10432
07/09/2017 19,27.91,17.76,10360
07/09/2017 20,27.74,17.78,10189
07/09/2017 21,24.3,17.79,10015
07/09/2017 22,20.43,17.8,9864
07/09/2017 23,20.32,17.81,9713
07/09/2017 24,18.4,17.82,9302
07/10/2017 01,15.96,17.84,8895
07/10/2017 02,15.19,17.87,8615
07/10/2017 03,15.26,17.89,8482
07/10/2017 04,15.34,17.91,8412
07/10/2017 05,18.19,17.93,8533
07/10/2017 06,18.29,17.96,8593
07/10/2017 07,20.28,17.99,8851
07/10/2017 08,20.44,18.02,9293
07/10/2017 09,20.46,18.02,9629
07/10/2017 10,18.86,18.03,9796
07/10/2017 11,18.38,18.03,9934
07/10/2017 12,18.76,18.04,10085
07/10/2017 13,26.01,18.06,10239
07/10/2017 14,28.38,18.07,10334
07/10/2017 15,39.05,18.11,10379
07/10/2017 16,38.24,18.14,10421
07/10/2017 17,27.56,18.16,10373
07/10/2017 18,26.74,18.19,10274
07/10/2017 19,25.09,18.22,10002
07/10/2017 20,21.63,18.24,9807
07/10/2017 21,20.36,18.24,9607
07/10/2017 22,23.81,18.26,9321
07/10/2017 23,20.43,18.28,9141
07/10/2017 24,20.43,18.3,8829
07/11/2017 01,20.08,18.31,8498
07/11/2017 02,20.42,18.32,8356
07/11/2017 03,18.5,18.35,8245
07/11/2017 04,18.5,18.37,8219
07/11/2017 05,18.43,18.4,8212
07/11/2017 06,18.61,18.43,8306
07/11/2017 07,20.34,18.45,8596
07/11/2017 08,21.53,18.48,9017
07/11/2017 09,22.59,18.51,9306
07/11/2017 10,26.69,18.53,9469
07/11/2017 11,27.44,18.56,9589
07/11/2017 12,26.54,18.58,9677
07/11/2017 13,23.53,18.59,9709
07/11/2017 14,23.27,18.6,9697
07/11/2017 15,20.65,18.61,9649
07/11/2017 16,25.01,18.62,9684
07/11/2017 17,28.08,18.64,9698
07/11/2017 18,27.78,18.66,9604
07/11/2017 19,27.52,18.67,9440
07/11/2017 20,27.77,18.69,9317
07/11/2017 21,27.48,18.71,9221
07/11/2017 22,22.13,18.72,9143
07/11/2017 23,20.42,18.72,9058
07/11/2017 24,20.57,18.73,8768
07/12/2017 01,18.85,18.74,8447
07/12/2017 02,18.37,18.75,8221
07/12/2017 03,18.36,18.75,8024
07/12/2017 04,18.35,18.76,8038
07/12/2017 05,18.39,18.77,8078
07/12/2017 06,18.39,18.77,8146
07/12/2017 07,19.88,18.78,8449
07/12/2017 08,20.71,18.78,8819
07/12/2017 09,25.53,18.79,9155
07/12/2017 10,27.52,18.81,9335
07/12/2017 11,27.68,18.82,9509
07/12/2017 12,25.02,18.83,9617
07/12/2017 13,25.54,18.84,9662
07/12/2017 14,27.48,18.85,9765
07/12/2017 15,27.61,18.86,9820
07/12/2017 16,27.77,18.88,9855
07/12/2017 17,27.77,18.89,9894
07/12/2017 18,24.81,18.89,9845
07/12/2017 19,21.64,18.9,9735
07/12/2017 20,20.47,18.9,9601
07/12/2017 21,20.43,18.9,9506
07/12/2017 22,20.43,18.91,9376
07/12/2017 23,19.87,18.91,9271
07/12/2017 24,18.38,18.92,8898
07/13/2017 01,18.28,18.92,8569
07/13/2017 02,16.11,18.92,8383
07/13/2017 03,16.07,18.93,8288
07/13/2017 04,16.34,18.93,8218
07/13/2017 05,17.53,18.94,8231
07/13/2017 06,17.88,18.94,8253
07/13/2017 07,18.38,18.95,8487
07/13/2017 08,18.54,18.95,8917
07/13/2017 09,23.28,18.96,9359
07/13/2017 10,27.26,18.97,9667
07/13/2017 11,28.2,18.99,9908
07/13/2017 12,30.45,19.01,10115
07/13/2017 13,28.06,19.02,10209
07/13/2017 14,29.6,19.03,10336
07/13/2017 15,33.18,19.06,10380
07/13/2017 16,41.71,19.09,10460
07/13/2017 17,36.1,19.11,10534
07/13/2017 18,31.47,19.13,10532
07/13/2017 19,23.45,19.13,10357
07/13/2017 20,20.63,19.14,10234
07/13/2017 21,21.68,19.14,9981
07/13/2017 22,19.37,19.14,9698
07/13/2017 23,18.29,19.15,9498
07/13/2017 24,18.31,19.15,9169
07/14/2017 01,16.68,19.15,8788
07/14/2017 02,15.24,19.16,8565
07/14/2017 03,15.26,19.16,8488
07/14/2017 04,15.3,19.16,8396
07/14/2017 05,15.26,19.16,8359
07/14/2017 06,15.31,19.17,8369
07/14/2017 07,16.06,19.17,8640
07/14/2017 08,18.34,19.17,9083
07/14/2017 09,19.43,19.18,9470
07/14/2017 10,20.43,19.19,9727
07/14/2017 11,24.65,19.2,9946
07/14/2017 12,27.67,19.21,10146
07/14/2017 13,28.13,19.23,10224
07/14/2017 14,27.77,19.24,10303
07/14/2017 15,27.68,19.26,10286
07/14/2017 16,26.15,19.27,10318
07/14/2017 17,28.53,19.28,10393
07/14/2017 18,29.76,19.3,10410
07/14/2017 19,27.1,19.31,10192
07/14/2017 20,25.24,19.32,9996
07/14/2017 21,20.81,19.33,9853
07/14/2017 22,18.55,19.33,9663
07/14/2017 23,18.39,19.34,9617
07/14/2017 24,18.3,19.36,9297
07/15/2017 01,16.68,19.38,9007
07/15/2017 02,15.82,19.4,8783
07/15/2017 03,15.41,19.43,8597
07/15/2017 04,15.4,19.45,8429
07/15/2017 05,15.38,19.45,8392
07/15/2017 06,15.35,19.46,8281
07/15/2017 07,15.35,19.46,8284
07/15/2017 08,15.4,19.45,8544
07/15/2017 09,15.82,19.45,8890
07/15/2017 10,18.21,19.45,9276
07/15/2017 11,18.29,19.44,9543
07/15/2017 12,18.52,19.44,9737
07/15/2017 13,18.29,19.44,9865
07/15/2017 14,18.34,19.43,9940
07/15/2017 15,19.93,19.44,9992
07/15/2017 16,20.42,19.44,10013
07/15/2017 17,20.43,19.44,10080
07/15/2017 18,20.43,19.44,10119
07/15/2017 19,20.42,19.45,10063
07/15/2017 20,19.36,19.45,9959
07/15/2017 21,18.37,19.45,9741
07/15/2017 22,18.28,19.45,9522
07/15/2017 23,18,19.45,9430
07/15/2017 24,17.45,19.46,9148
07/16/2017 01,15.42,19.46,8860
07/16/2017 02,14.95,19.46,8611
07/16/2017 03,13.49,19.48,8406
07/16/2017 04,13.48,19.5,8307
07/16/2017 05,13.35,19.52,8298
07/16/2017 06,13.14,19.54,8226
07/16/2017 07,13.03,19.54,8216
07/16/2017 08,13.37,19.54,8378
07/16/2017 09,13.4,19.54,8685
07/16/2017 10,14.68,19.54,8971
07/16/2017 11,15.29,19.54,9190
07/16/2017 12,15.39,19.53,9330
07/16/2017 13,15.41,19.53,9438
07/16/2017 14,15.41,19.53,9444
07/16/2017 15,15.41,19.52,9416
07/16/2017 16,15.39,19.52,9395
07/16/2017 17,15.15,19.52,9408
07/16/2017 18,15.3,19.52,9395
07/16/2017 19,15.38,19.52,9289
07/16/2017 20,15.32,19.52,9161
07/16/2017 21,15.38,19.52,9033
07/16/2017 22,17.08,19.53,9009
07/16/2017 23,18.28,19.54,9047
07/16/2017 24,16.81,19.54,8725
07/17/2017 01,15.52,19.54,8426
07/17/2017 02,15.41,19.55,8293
07/17/2017 03,15.37,19.56,8116
07/17/2017 04,15.27,19.56,8037
07/17/2017 05,15.39,19.58,8061
07/17/2017 06,15.41,19.6,8169
07/17/2017 07,16.28,19.62,8418
07/17/2017 08,17.56,19.62,8811
07/17/2017 09,18.46,19.63,9171
07/17/2017 10,19.25,19.63,9357
07/17/2017 11,20.42,19.64,9571
07/17/2017 12,20.43,19.64,9775
07/17/2017 13,20.43,19.64,9775
07/17/2017 14,20.43,19.65,9799
07/17/2017 15,20.42,19.65,9801
07/17/2017 16,20.42,19.66,9822
07/17/2017 17,20.42,19.66,9900
07/17/2017 18,19.97,19.67,9851
07/17/2017 19,18.4,19.68,9636
07/17/2017 20,18.39,19.68,9477
07/17/2017 21,18.29,19.68,9269
07/17/2017 22,18.29,19.69,9170
07/17/2017 23,18.29,19.72,9062
07/17/2017 24,16.55,19.73,8742
07/18/2017 01,15.41,19.74,8444
07/18/2017 02,15.41,19.75,8240
07/18/2017 03,15.41,19.77,8176
07/18/2017 04,15.41,19.79,8124
07/18/2017 05,15.41,19.81,8173
07/18/2017 06,15.41,19.83,8244
07/18/2017 07,15.94,19.85,8475
07/18/2017 08,17.68,19.88,8866
07/18/2017 09,18.36,19.9,9160
07/18/2017 10,18.39,19.91,9337
07/18/2017 11,18.58,19.92,9498
07/18/2017 12,19.93,19.93,9637
07/18/2017 13,20.42,19.93,9753
07/18/2017 14,20.43,19.94,9803
07/18/2017 15,20.43,19.95,9827
07/18/2017 16,20.44,19.96,9887
07/18/2017 17,20.72,19.96,9940
07/18/2017 18,22.41,19.97,9980
07/18/2017 19,20.42,19.98,9862
07/18/2017 20,19.71,19.99,9750
07/18/2017 21,18.41,19.99,9596
07/18/2017 22,18.39,20,9432
07/18/2017 23,18.35,20,9276
07/18/2017 24,18.29,20.01,8916
07/19/2017 01,17.77,20.01,8646
07/19/2017 02,15.47,20.02,8429
07/19/2017 03,15.42,20.03,8317
07/19/2017 04,15.41,20.04,8265
07/19/2017 05,15.41,20.04,8286
07/19/2017 06,15.42,20.04,8332
07/19/2017 07,15.47,20.03,8511
07/19/2017 08,17.19,20.03,8905
07/19/2017 09,18.3,20.03,9178
07/19/2017 10,18.39,20.03,9433
07/19/2017 11,18.46,20.03,9617
07/19/2017 12,19.6,20.03,9760
07/19/2017 13,20.42,20.03,9911
07/19/2017 14,20.43,20.02,10050
07/19/2017 15,20.43,20,10105
07/19/2017 16,22.74,20,10236
07/19/2017 17,24.7,19.99,10281
07/19/2017 18,22.22,19.98,10221
07/19/2017 19,20.43,19.97,10047
07/19/2017 20,20.42,19.97,9887
07/19/2017 21,19.33,19.97,9723
07/19/2017 22,18.51,19.96,9568
07/19/2017 23,18.47,19.96,9424
07/19/2017 24,18.36,19.96,9007
07/20/2017 01,17.88,19.96,8722
07/20/2017 02,15.77,19.96,8554
07/20/2017 03,15.41,19.96,8424
07/20/2017 04,15.42,19.95,8357
07/20/2017 05,15.42,19.95,8360
07/20/2017 06,15.42,19.94,8412
07/20/2017 07,15.42,19.94,8626
07/20/2017 08,16.87,19.94,9044
07/20/2017 09,18.33,19.93,9415
07/20/2017 10,18.39,19.92,9673
07/20/2017 11,18.46,19.9,9870
07/20/2017 12,20.09,19.89,9990
07/20/2017 13,22.42,19.89,10068
07/20/2017 14,27.28,19.89,10252
07/20/2017 15,30.37,19.9,10384
07/20/2017 16,31.03,19.92,10493
07/20/2017 17,27.87,19.93,10466
07/20/2017 18,23.12,19.93,10389
07/20/2017 19,20.42,19.93,10174
07/20/2017 20,18.58,19.93,10011
07/20/2017 21,18.39,19.93,9813
07/20/2017 22,18.38,19.93,9646
07/20/2017 23,17.61,19.94,9412
07/20/2017 24,16.2,19.94,9044
07/21/2017 01,15.45,19.95,8735
07/21/2017 02,15.37,19.94,8541
07/21/2017 03,15.4,19.94,8418
07/21/2017 04,15.41,19.94,8353
07/21/2017 05,15.41,19.95,8370
07/21/2017 06,15.41,19.95,8424
07/21/2017 07,16.12,19.95,8599
07/21/2017 08,18.29,19.94,8958
07/21/2017 09,18.37,19.94,9309
07/21/2017 10,18.39,19.93,9635
07/21/2017 11,18.29,19.92,9793
07/21/2017 12,18.29,19.91,9858
07/21/2017 13,18.29,19.91,9925
07/21/2017 14,18.33,19.9,9963
07/21/2017 15,18.32,19.9,9973
07/21/2017 16,18.39,19.9,9957
07/21/2017 17,18.39,19.9,9983
07/21/2017 18,18.43,19.9,9899
07/21/2017 19,18.41,19.9,9715
07/21/2017 20,18.39,19.9,9572
07/21/2017 21,18.39,19.9,9429
07/21/2017 22,18.39,19.9,9331
07/21/2017 23,18.42,19.9,9272
07/21/2017 24,18.35,19.9,8981
07/22/2017 01,18.28,19.9,8654
07/22/2017 02,18.29,19.9,8468
07/22/2017 03,18.28,19.91,8363
07/22/2017 04,18.28,19.91,8289
07/22/2017 05,16.04,19.91,8266
07/22/2017 06,15.41,19.91,8212
07/22/2017 07,15.4,19.91,8188
07/22/2017 08,15.4,19.9,8411
07/22/2017 09,17.28,19.9,8757
07/22/2017 10,18.36,19.9,9113
07/22/2017 11,18.42,19.9,9407
07/22/2017 12,19.02,19.9,9570
07/22/2017 13,19.28,19.9,9648
07/22/2017 14,18.52,19.9,9708
07/22/2017 15,18.88,19.9,9772
07/22/2017 16,20.43,19.9,9830
07/22/2017 17,20.43,19.91,9862
07/22/2017 18,20.43,19.91,9859
07/22/2017 19,20.43,19.91,9786
07/22/2017 20,20.43,19.91,9653
07/22/2017 21,20.43,19.92,9493
07/22/2017 22,20.43,19.92,9364
07/22/2017 23,22.1,19.92,9373
07/22/2017 24,20.42,19.92,9061
07/23/2017 01,20.32,19.93,8784
07/23/2017 02,18.72,19.93,8584
07/23/2017 03,18.39,19.93,8443
07/23/2017 04,18.37,19.93,8366
07/23/2017 05,18.39,19.93,8339
07/23/2017 06,18.38,19.93,8262
07/23/2017 07,18.28,19.93,8213
07/23/2017 08,18.03,19.92,8406
07/23/2017 09,18.33,19.91,8718
07/23/2017 10,18.5,19.9,9046
07/23/2017 11,18.5,19.89,9268
07/23/2017 12,18.5,19.86,9440
07/23/2017 13,19.13,19.85,9608
07/23/2017 14,20.42,19.83,9694
07/23/2017 15,20.78,19.83,9789
07/23/2017 16,20.85,19.82,9871
07/23/2017 17,20.43,19.81,9964
07/23/2017 18,20.42,19.8,9973
07/23/2017 19,20.35,19.79,9889
07/23/2017 20,19.34,19.78,9781
07/23/2017 21,18.43,19.78,9589
07/23/2017 22,18.37,19.78,9371
07/23/2017 23,17.4,19.78,9090
07/23/2017 24,15.67,19.78,8723
07/24/2017 01,13.68,19.77,8513
07/24/2017 02,13.12,19.77,8363
07/24/2017 03,13.22,19.77,8251
07/24/2017 04,13.48,19.76,8204
07/24/2017 05,14.83,19.76,8206
07/24/2017 06,15.27,19.76,8321
07/24/2017 07,15.27,19.76,8565
07/24/2017 08,17.37,19.77,8973
07/24/2017 09,20.15,19.77,9314
07/24/2017 10,22.04,19.78,9587
07/24/2017 11,27.77,19.79,9782
07/24/2017 12,29,19.8,9918
07/24/2017 13,27.87,19.82,9956
07/24/2017 14,32.29,19.84,10060
07/24/2017 15,27.77,19.85,10050
07/24/2017 16,27.77,19.86,10067
07/24/2017 17,27.77,19.87,10120
07/24/2017 18,27.77,19.88,10070
07/24/2017 19,22.56,19.88,9796
07/24/2017 20,20.38,19.88,9620
07/24/2017 21,18.53,19.88,9433
07/24/2017 22,18.7,19.88,9268
07/24/2017 23,20.25,19.88,9196
07/24/2017 24,20.34,19.88,8881
07/25/2017 01,19.31,19.89,8562
07/25/2017 02,18.35,19.89,8387
07/25/2017 03,18.29,19.89,8293
07/25/2017 04,18.29,19.9,8240
07/25/2017 05,18.29,19.9,8282
07/25/2017 06,18.29,19.91,8348
07/25/2017 07,18.29,19.91,8547
07/25/2017 08,18.34,19.92,8968
07/25/2017 09,18.77,19.92,9267
07/25/2017 10,23.19,19.93,9547
07/25/2017 11,27.77,19.94,9780
07/25/2017 12,27.77,19.95,9924
07/25/2017 13,28.82,19.97,9982
07/25/2017 14,38.55,19.99,10107
07/25/2017 15,39.04,20.02,10128
07/25/2017 16,340.44,20.46,10173
07/25/2017 17,49.22,20.5,10206
07/25/2017 18,192.68,20.73,10204
07/25/2017 19,25.82,20.72,10042
07/25/2017 20,28.44,20.72,9930
07/25/2017 21,27.77,20.73,9775
07/25/2017 22,26.15,20.74,9626
07/25/2017 23,25.47,20.75,9554
07/25/2017 24,21.22,20.76,9218
07/26/2017 01,20.42,20.77,8849
07/26/2017 02,20.41,20.78,8614
07/26/2017 03,18.57,20.78,8478
07/26/2017 04,18.39,20.79,8445
07/26/2017 05,18.39,20.8,8422
07/26/2017 06,18.39,20.8,8504
07/26/2017 07,18.57,20.8,8711
07/26/2017 08,20.2,20.81,9106
07/26/2017 09,27.64,20.82,9496
07/26/2017 10,34.49,20.85,9870
07/26/2017 11,35.67,20.87,10154
07/26/2017 12,28.14,20.88,10341
07/26/2017 13,23.01,20.88,10464
07/26/2017 14,27.29,20.9,10578
07/26/2017 15,28.22,20.91,10644
07/26/2017 16,203.42,21.16,10703
07/26/2017 17,999.99,22.52,10606
07/26/2017 18,999.99,23.88,10532
07/26/2017 19,999.99,25.24,10328
07/26/2017 20,131.41,25.4,10163
07/26/2017 21,29.43,25.41,10070
07/26/2017 22,28.05,25.42,9927
07/26/2017 23,45.77,25.46,9812
07/26/2017 24,37.55,25.49,9446
